"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","logAdjP","Category","category","subcategory"
"GO:0035579","GO:0035579","specific granule membrane","12/640","91/19944",0.131868131868132,4.10934065934066,5.41299352994112,3.35143279444874e-05,0.000187943093963204,0.000111714426481625,"CD59/STOM/CKAP4/CYBB/PGRMC1/MLEC/SLC27A2/ADAM10/ALDH3B1/PLD1/SCAMP1/SNAP23",12,3.72597362796441,"CC",NA,NA
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","15/640","138/19944",0.108695652173913,3.38722826086956,5.12385321878269,3.80025955219786e-05,0.000211043540180308,0.000125445460946337,"CD59/ANPEP/P4HB/UGGT1/CALR/TAP1/TAP2/TAPBP/TMED10/PDIA6/BCAP31/LMAN1/CD55/HSPA5/ZDHHC20",15,3.67562793660117,"CC",NA,NA
"GO:0045334","GO:0045334","clathrin-coated endocytic vesicle","12/640","94/19944",0.127659574468085,3.9781914893617,5.26984530326503,4.64830588033906e-05,0.000255656823418648,0.000151963846088008,"HLA-DRA/HLA-DQA1/HLA-DPB1/EGFR/RAB35/AP2A2/CD9/CLTC/IGF2R/M6PR/TFRC/VAMP3",12,3.5923426115683,"CC",NA,NA
"GO:0055038","GO:0055038","recycling endosome membrane","13/640","109/19944",0.119266055045872,3.71662844036697,5.17832097898186,4.69506741829778e-05,0.000255769386977746,0.000152030754497262,"RAC1/PDIA3/ABCB11/RAB10/RAB35/ARF6/HLA-B/HLA-C/SCAMP1/SCAMP3/STX6/TFRC/VAMP3",13,3.59215143742676,"CC",NA,NA
"GO:0008250","GO:0008250","oligosaccharyltransferase complex","5/640","14/19944",0.357142857142857,11.1294642857143,6.90332664187112,5.27111684715304e-05,0.00028444139967656,0.000169073559248305,"RPN1/RPN2/DDOST/MAGT1/MLEC",5,3.54600719295432,"CC",NA,NA
"GO:0016328","GO:0016328","lateral plasma membrane","10/640","68/19944",0.147058823529412,4.58272058823529,5.3884577118907,5.85995172916382e-05,0.000313260970942216,0.000186204073636981,"DSG2/ATP1B1/ATP6V1B1/SLC22A1/ATP1A1/CLDN3/CORO1C/DSG1/MYO1C/VANGL1",10,3.5040937103219,"CC",NA,NA
"GO:0016607","GO:0016607","nuclear speck","30/640","431/19944",0.0696055684454756,2.16908352668213,4.4676972001933,6.550572011504e-05,0.000346937702831508,0.000206221711473274,"DNAJC11/CKAP4/TAP2/ACIN1/APEX1/ATXN2L/CNOT7/DDX17/DDX5/DHX15/DHX36/EFTUD2/EIF4A3/HSPA1A/HSPA1B/LMNA/NONO/NPM1/NUP43/PCBP1/PPP1CC/PRPF19/PRPF4/PSPC1/RUVBL1/SFPQ/SRPK1/THOC1/THOC3/THOC6",30,3.45974850142076,"CC",NA,NA
"GO:0071682","GO:0071682","endocytic vesicle lumen","6/640","23/19944",0.260869565217391,8.12934782608696,6.2290200817264,6.75016808260108e-05,0.000354229003967689,0.000210555701659116,"SPARC/HSP90B1/CALR/HYOU1/HBB/HSP90AA1",6,3.45071588202957,"CC",NA,NA
"GO:0016528","GO:0016528","sarcoplasm","12/640","99/19944",0.121212121212121,3.77727272727273,5.04396602108895,7.77925752406424e-05,0.00040452139125134,0.000240449778016531,"CAMK2G/GSN/PLEC/HSP90B1/ITPR3/CALR/CACNA2D1/MYH10/ATP2A2/ASPH/ELAVL1/FLNC",12,3.39305850778031,"CC",NA,NA
"GO:0016471","GO:0016471","vacuolar proton-transporting V-type ATPase complex","6/640","26/19944",0.230769230769231,7.19134615384615,5.75188868866067,0.000141824673477588,0.000730844263325949,0.000434417918760179,"TCIRG1/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1",6,3.13617515763029,"CC",NA,NA
"GO:0009295","GO:0009295","nucleoid","8/640","49/19944",0.163265306122449,5.08775510204082,5.21641955990066,0.00015177254878427,0.00076826458322657,0.000456660766253555,"SLC25A5/HSPA9/ATAD3A/CPS1/HADHA/HSD17B10/LRRC59/HADHB",8,3.11448918719952,"CC",NA,NA
"GO:0042645","GO:0042645","mitochondrial nucleoid","8/640","49/19944",0.163265306122449,5.08775510204082,5.21641955990066,0.00015177254878427,0.00076826458322657,0.000456660766253555,"SLC25A5/HSPA9/ATAD3A/CPS1/HADHA/HSD17B10/LRRC59/HADHB",8,3.11448918719952,"CC",NA,NA
"GO:0035578","GO:0035578","azurophil granule lumen","11/640","91/19944",0.120879120879121,3.7668956043956,4.81683728015568,0.000157260094044435,0.000789059419240499,0.000469021333114982,"CAP1/ANXA2/CCT8/VCP/CYB5R3/ARG1/TUBB/CCT2/HRNR/PA2G4/TXNDC5",11,3.10289029149702,"CC",NA,NA
"GO:0098858","GO:0098858","actin-based cell projection","19/640","231/19944",0.0822510822510823,2.56314935064935,4.35102602233464,0.000176807575523584,0.000879425506082521,0.000522735440678421,"PPP1R9B/ATP6V1B1/ATP6V1B2/ATP6V1E1/MSN/RDX/SLC38A4/ARF6/MYO1B/DPEP1/ACTA1/ACTC1/ANTXR1/CD44/CFL1/ITGA3/MYO1C/PALM/SLC26A2",19,3.05580094263915,"CC",NA,NA
"GO:0000781","GO:0000781","chromosome, telomeric region","16/640","177/19944",0.0903954802259887,2.81694915254237,4.42100089606544,0.0001940110358987,0.00095667510805221,0.00056865303625481,"APEX1/DHX36/HNRNPA2B1/MCM2/PARP1/PPP1CA/PPP1CB/PPP1CC/PURA/RPA1/THOC1/THOC3/THOC6/UPF1/XRCC5/XRCC6",16,3.01923552589753,"CC",NA,NA
"GO:0033176","GO:0033176","proton-transporting V-type ATPase complex","6/640","28/19944",0.214285714285714,6.67767857142857,5.47406986985595,0.000219742470640539,0.0010608596210651,0.000630580893640094,"TCIRG1/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1",6,2.9743420805947,"CC",NA,NA
"GO:0005802","GO:0005802","trans-Golgi network","21/640","274/19944",0.0766423357664234,2.38836678832117,4.21346018878056,0.000220422734273339,0.0010608596210651,0.000630580893640094,"RAC1/HLA-DRA/HLA-DQA1/HLA-DPB1/AP1B1/GNAS/RAB10/MYO1B/ATXN2/CLTC/IGF2R/M6PR/PI4K2A/PLOD3/RGS20/SCAMP1/SCAMP3/STX10/STX6/STX8/VAMP3",21,2.9743420805947,"CC",NA,NA
"GO:0005775","GO:0005775","vacuolar lumen","16/640","179/19944",0.0893854748603352,2.7854748603352,4.36911446684447,0.000220703312774033,0.0010608596210651,0.000630580893640094,"CAP1/IFI30/ANXA2/HSPA8/CCT8/VCP/CYB5R3/ARG1/TUBB/AGRN/CCT2/HRNR/HSP90AA1/HSPG2/PA2G4/TXNDC5",16,2.9743420805947,"CC",NA,NA
"GO:0005790","GO:0005790","smooth endoplasmic reticulum","6/640","29/19944",0.206896551724138,6.44741379310345,5.34516094936584,0.00026961028889258,0.00128514237705463,0.000763895818528977,"HSP90B1/CALR/HYOU1/PGRMC1/SLCO1B3-SLCO1B7/PPIB",6,2.89104875548921,"CC",NA,NA
"GO:0005902","GO:0005902","microvillus","11/640","97/19944",0.11340206185567,3.53389175257732,4.55499670777003,0.000277982290091031,0.00131183380193773,0.000779761350802149,"ATP6V1B1/ATP6V1B2/ATP6V1E1/MSN/RDX/SLC38A4/MYO1B/DPEP1/CD44/MYO1C/SLC26A2",11,2.88212118285165,"CC",NA,NA
"GO:0030658","GO:0030658","transport vesicle membrane","20/640","259/19944",0.0772200772200772,2.40637065637066,4.14804582930831,0.000279796719993712,0.00131183380193773,0.000779761350802149,"RAC1/HLA-DRA/HLA-DQA1/HLA-DPB1/AP1B1/CD59/ITPR3/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/TMED10/LMAN1/CLTC/HLA-B/HLA-C/SCAMP1/STX10/STX6",20,2.88212118285165,"CC",NA,NA
"GO:0033116","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","10/640","82/19944",0.121951219512195,3.80030487804878,4.62660402693755,0.000288507635374018,0.00134167778401576,0.000797500780708668,"CD59/CALR/TAP1/TAP2/TAPBP/TMED10/BCAP31/LMAN1/CD55/ZDHHC20",10,2.87235177136979,"CC",NA,NA
"GO:0005777","GO:0005777","peroxisome","14/640","149/19944",0.0939597315436242,2.92802013422819,4.30118896815726,0.000322379163225278,0.00147520705091887,0.000876871323972756,"AGPS/ABCD3/ALDH3A2/ACSL1/MGST1/SLC27A2/ACOX3/CAT/DHRS4/EHHADH/PXMP2/CNOT1/IMPDH2/VIM",14,2.83114702052591,"CC",NA,NA
"GO:0042579","GO:0042579","microbody","14/640","149/19944",0.0939597315436242,2.92802013422819,4.30118896815726,0.000322379163225278,0.00147520705091887,0.000876871323972756,"AGPS/ABCD3/ALDH3A2/ACSL1/MGST1/SLC27A2/ACOX3/CAT/DHRS4/EHHADH/PXMP2/CNOT1/IMPDH2/VIM",14,2.83114702052591,"CC",NA,NA
"GO:0030057","GO:0030057","desmosome","6/640","30/19944",0.2,6.2325,5.22218424438776,0.000327948937959051,0.00148878406756013,0.000884941578619661,"DSG2/CDH2/DSP/DSG1/JUP/PERP",6,2.82716828751817,"CC",NA,NA
"GO:0032587","GO:0032587","ruffle membrane","11/640","100/19944",0.11,3.427875,4.43172997670302,0.000363022650158868,0.00163503114874703,0.00097187166184264,"RAC1/PPP1R9B/EGFR/ADAM17/CFL1/CORO1C/EEF1A1/EPHA2/MYO1C/RPS3/TLN1",11,2.78647396924217,"CC",NA,NA
"GO:0035267","GO:0035267","NuA4 histone acetyltransferase complex","6/640","32/19944",0.1875,5.84296875,4.99218638178769,0.000473965351666874,0.0021016138073911,0.00124921100439331,"POTEE/ACTBL2/ACTB/ACTG1/RUVBL1/RUVBL2",6,2.6774470869416,"CC",NA,NA
"GO:0043189","GO:0043189","H4/H2A histone acetyltransferase complex","6/640","32/19944",0.1875,5.84296875,4.99218638178769,0.000473965351666874,0.0021016138073911,0.00124921100439331,"POTEE/ACTBL2/ACTB/ACTG1/RUVBL1/RUVBL2",6,2.6774470869416,"CC",NA,NA
"GO:0042383","GO:0042383","sarcolemma","13/640","139/19944",0.0935251798561151,2.91447841726619,4.12412698096578,0.000544939662215513,0.00239773451374826,0.00142522680887134,"ANXA2/AHNAK/PLEC/ATP1B1/CACNA2D1/RDX/CDH2/KRT8/ATP1A1/CORO1C/FLNC/NCSTN/SLC2A1",13,2.62019890530602,"CC",NA,NA
"GO:0030175","GO:0030175","filopodium","11/640","105/19944",0.104761904761905,3.26464285714286,4.23639122539851,0.000552982084077252,0.00241454772589457,0.00143522067623104,"PPP1R9B/MSN/RDX/ARF6/MYO1B/ACTA1/ACTC1/ANTXR1/CFL1/ITGA3/PALM",11,2.6171642059241,"CC",NA,NA
"GO:0098798","GO:0098798","mitochondrial protein-containing complex","15/640","176/19944",0.0852272727272727,2.65589488636364,4.01762418640685,0.000569535047552589,0.00246798520606122,0.00146698421339303,"PHB1/PHB2/SLC25A5/HSPA9/DNAJC11/CHCHD3/HADHA/HSD17B10/IMMT/MTX1/MTX2/SAMM50/TOMM22/TOMM40/HADHB",15,2.60765744793913,"CC",NA,NA
"GO:0045275","GO:0045275","respiratory chain complex III","4/640","13/19944",0.307692307692308,9.58846153846154,5.64006467179793,0.00059598380694175,0.00256317847797504,0.00152356762676838,"CYC1/UQCRC1/UQCRFS1/UQCRQ",4,2.59122115218446,"CC",NA,NA
"GO:0071013","GO:0071013","catalytic step 2 spliceosome","10/640","90/19944",0.111111111111111,3.4625,4.26319366896088,0.000613701306020002,0.00261968020181672,0.00155715256751344,"DDX5/EFTUD2/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPR/PABPC1/PRPF19/SF3B3/SYNCRIP",10,2.58175172206319,"CC",NA,NA
"GO:0005811","GO:0005811","lipid droplet","11/640","107/19944",0.102803738317757,3.2036214953271,4.16152463063415,0.000649263332137002,0.00273684165776313,0.00162679399237669,"ANXA2/CAV1/GAPDH/VCP/CKAP4/RAP1B/CYB5R3/HSD17B13/BCAP31/HSD17B11/PRPF19",11,2.56275032832936,"CC",NA,NA
"GO:0005769","GO:0005769","early endosome","28/640","448/19944",0.0625,1.94765625,3.69384491106964,0.000650717596950675,0.00273684165776313,0.00162679399237669,"RAC1/HLA-DRA/AP1B1/ANXA2/CAV1/PHB1/ATP6V0D1/EGFR/SIGLEC1/STEAP4/TM9SF4/ARF6/MYO1B/DERL1/HSD17B6/HLA-B/HLA-C/IGF2R/NCSTN/NRP1/PI4K2A/PRDX3/STX6/STX8/TFRC/TMEM63B/USP10/VAMP3",28,2.56275032832936,"CC",NA,NA
"GO:0016327","GO:0016327","apicolateral plasma membrane","5/640","23/19944",0.217391304347826,6.77445652173913,5.0452308559493,0.000697164165788068,0.00291078761190347,0.00173018844064192,"SLC28A2/CDH2/KRT8/CLDN3/PALM",5,2.53598948207181,"CC",NA,NA
"GO:0030133","GO:0030133","transport vesicle","28/640","451/19944",0.0620842572062084,1.93470066518847,3.65580530290605,0.000721243247569547,0.00298950099717232,0.00177697611720033,"RAC1/HLA-DRA/HLA-DQA1/HLA-DPB1/AP1B1/CD59/ITPR3/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/GNAS/RAB10/TMED10/LMAN1/CAV2/CD55/CLTC/HLA-B/HLA-C/IGF2R/M6PR/NCSTN/SCAMP1/STX10/STX6/VAMP3",28,2.52440129738136,"CC",NA,NA
"GO:0042641","GO:0042641","actomyosin","10/640","93/19944",0.10752688172043,3.3508064516129,4.13741162816364,0.000795590214730871,0.00327393958867668,0.00194604800725537,"MYH10/MYH14/ACTN1/ACTA1/ACTN4/DBN1/FLNB/LIMA1/MYH9/TPM3",10,2.48492933853019,"CC",NA,NA
"GO:0031258","GO:0031258","lamellipodium membrane","5/640","24/19944",0.208333333333333,6.4921875,4.90193881700432,0.000857582960619469,0.00350383895338812,0.00208270147579014,"DPP4/ANTXR1/CD44/CFL1/EPHA2",5,2.45545586348061,"CC",NA,NA
"GO:0031256","GO:0031256","leading edge membrane","15/640","185/19944",0.0810810810810811,2.52668918918919,3.79853026506939,0.000953479540644924,0.00386801629254536,0.00229917052354095,"RAC1/PPP1R9B/EGFR/SPTBN1/DPP4/ADAM17/ANTXR1/CD44/CFL1/CORO1C/EEF1A1/EPHA2/MYO1C/RPS3/TLN1",15,2.41251170528509,"CC",NA,NA
"GO:0012507","GO:0012507","ER to Golgi transport vesicle membrane","8/640","64/19944",0.125,3.8953125,4.22414501833674,0.000977565084478947,0.003937797382549,0.00234064879382283,"HLA-DRA/HLA-DQA1/HLA-DPB1/CD59/TMED10/LMAN1/HLA-B/HLA-C",8,2.40474663403456,"CC",NA,NA
"GO:0032432","GO:0032432","actin filament bundle","10/640","96/19944",0.104166666666667,3.24609375,4.01667503900884,0.00101964333301873,0.00407857333207494,0.00242432680577881,"MYH10/MYH14/ACTN1/ACTA1/ACTN4/CFL1/FLNB/LIMA1/MYH9/TPM3",10,2.38949172474356,"CC",NA,NA
"GO:0042611","GO:0042611","MHC protein complex","5/640","25/19944",0.2,6.2325,4.76658182522506,0.00104394901232571,0.00408999202089251,0.00243111413829275,"HLA-DRA/HLA-DQA1/HLA-DPB1/HLA-B/HLA-C",5,2.38827753925078,"CC",NA,NA
"GO:0044322","GO:0044322","endoplasmic reticulum quality control compartment","5/640","25/19944",0.2,6.2325,4.76658182522506,0.00104394901232571,0.00408999202089251,0.00243111413829275,"UGGT1/CALR/DERL1/SEC61B/CANX",5,2.38827753925078,"CC",NA,NA
"GO:0045277","GO:0045277","respiratory chain complex IV","5/640","25/19944",0.2,6.2325,4.76658182522506,0.00104394901232571,0.00408999202089251,0.00243111413829275,"COX4I1/COX5B/COX7A2L/MT-CO1/MT-CO2",5,2.38827753925078,"CC",NA,NA
"GO:0005652","GO:0005652","nuclear lamina","4/640","15/19944",0.266666666666667,8.31,5.1568183085708,0.00108104204266651,0.00417808140814354,0.00248347496288253,"LBR/CASK/EIF6/LMNA",4,2.37902310222955,"CC",NA,NA
"GO:0099571","GO:0099571","postsynaptic cytoskeleton","4/640","15/19944",0.266666666666667,8.31,5.1568183085708,0.00108104204266651,0.00417808140814354,0.00248347496288253,"MYH10/SPTBN2/ACTB/ACTN4",4,2.37902310222955,"CC",NA,NA
"GO:0098791","GO:0098791","Golgi apparatus subcompartment","25/640","397/19944",0.0629722921914358,1.96237405541562,3.52663635688786,0.00111750298815362,0.00429001147130113,0.00255000681860557,"RAC1/HLA-DRA/HLA-DQA1/ST6GAL1/HLA-DPB1/AP1B1/GNAS/RAB10/MYO1B/BCAP31/ATXN2/CLTC/GOLGA7/IGF2R/M6PR/PI4K2A/PLOD3/RGS20/SCAMP1/SCAMP3/STX10/STX6/STX8/TMEM59/VAMP3",25,2.36754154652947,"CC",NA,NA
"GO:0000932","GO:0000932","P-body","10/640","100/19944",0.1,3.11625,3.86290421178922,0.00139619801026655,0.00532243185762317,0.00316368327201378,"MEX3A/CAPRIN1/CNOT1/CNOT7/DDX6/EDC4/ELAVL1/SQSTM1/UPF1/XRN1",10,2.27388989006769,"CC",NA,NA
"GO:0043034","GO:0043034","costamere","4/640","16/19944",0.25,7.790625,4.94765557617779,0.00140504757080612,0.00532243185762317,0.00316368327201378,"AHNAK/PLEC/FLNC/FXR1",4,2.27388989006769,"CC",NA,NA
"GO:0001725","GO:0001725","stress fiber","9/640","86/19944",0.104651162790698,3.26119186046512,3.82631273384691,0.00173953004698162,0.00650334109067639,0.00386562232662583,"MYH10/MYH14/ACTN1/ACTA1/ACTN4/FLNB/LIMA1/MYH9/TPM3",9,2.18686346728784,"CC",NA,NA
"GO:0097517","GO:0097517","contractile actin filament bundle","9/640","86/19944",0.104651162790698,3.26119186046512,3.82631273384691,0.00173953004698162,0.00650334109067639,0.00386562232662583,"MYH10/MYH14/ACTN1/ACTA1/ACTN4/FLNB/LIMA1/MYH9/TPM3",9,2.18686346728784,"CC",NA,NA
"GO:0044232","GO:0044232","organelle membrane contact site","7/640","56/19944",0.125,3.8953125,3.95053105715305,0.00200925250109178,0.00746293786119804,0.00443601201539744,"OSBPL5/ATAD3A/CHCHD3/IMMT/TOMM40/BCAP31/CANX",7,2.12709017443898,"CC",NA,NA
"GO:0031527","GO:0031527","filopodium membrane","4/640","18/19944",0.222222222222222,6.925,4.57905775663269,0.00224490904461588,0.00828443853884052,0.00492431661399611,"ARF6/ANTXR1/ITGA3/PALM",4,2.08173691968231,"CC",NA,NA
"GO:0070821","GO:0070821","tertiary granule membrane","8/640","73/19944",0.10958904109589,3.41506849315068,3.76393918443151,0.00230892919682388,0.00846607372168757,0.00503228158282129,"CD59/STOM/ATP6V0C/CYBB/ADAM10/NRAS/PLD1/SNAP23",8,2.07231795405446,"CC",NA,NA
"GO:1904949","GO:1904949","ATPase complex","11/640","127/19944",0.0866141732283465,2.69911417322835,3.4975750766484,0.00262661719903761,0.00956958622834083,0.00568821559027252,"TCIRG1/VCP/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1/ACTB/MYO1C/RUVBL1/RUVBL2",11,2.01910683992778,"CC",NA,NA
"GO:0005791","GO:0005791","rough endoplasmic reticulum","7/640","59/19944",0.11864406779661,3.69724576271186,3.77785517252538,0.00272153691635033,0.00985265263387586,0.00585647184531083,"SEC63/RPN1/SSR4/CKAP4/SEC61B/PLOD3/RPS21",7,2.00644682847083,"CC",NA,NA
"GO:1902562","GO:1902562","H4 histone acetyltransferase complex","6/640","45/19944",0.133333333333333,4.155,3.85790537830532,0.0029950162863536,0.010774523998706,0.00640443734188819,"POTEE/ACTBL2/ACTB/ACTG1/RUVBL1/RUVBL2",6,1.96760190718131,"CC",NA,NA
"GO:0005681","GO:0005681","spliceosomal complex","15/640","209/19944",0.0717703349282297,2.23654306220096,3.27209120090137,0.00315871315606551,0.0112923995329342,0.00671226545663921,"HSPA8/ADAR/DDX5/DHX15/EFTUD2/EIF4A3/HNRNPA1/HNRNPA2B1/HNRNPR/PABPC1/PRPF19/PRPF4/SF3B3/SYNCRIP/UPF1",15,1.94721376461305,"CC",NA,NA
"GO:0101003","GO:0101003","ficolin-1-rich granule membrane","7/640","61/19944",0.114754098360656,3.57602459016393,3.66889719588838,0.00329436408103795,0.0113510970272191,0.00674715557561977,"RAC1/TCIRG1/ATP6V0C/DSP/AP2A2/CD55/DSG1",7,1.94496216403521,"CC",NA,NA
"GO:0031674","GO:0031674","I band","12/640","150/19944",0.08,2.493,3.3419521813508,0.00332099696093479,0.0113510970272191,0.00674715557561977,"PLEC/ACTN1/KRT8/ACTC1/ACTN4/CFL2/FLNA/FLNB/FLNC/JUP/SLC2A1/TTN",12,1.94496216403521,"CC",NA,NA
"GO:0000220","GO:0000220","vacuolar proton-transporting V-type ATPase, V0 domain","3/640","10/19944",0.3,9.34875,4.80823634237148,0.00333388863736506,0.0113510970272191,0.00674715557561977,"TCIRG1/ATP6V0C/ATP6V0D1",3,1.94496216403521,"CC",NA,NA
"GO:0033018","GO:0033018","sarcoplasmic reticulum lumen","3/640","10/19944",0.3,9.34875,4.80823634237148,0.00333388863736506,0.0113510970272191,0.00674715557561977,"HSP90B1/CALR/ASPH",3,1.94496216403521,"CC",NA,NA
"GO:0042382","GO:0042382","paraspeckles","3/640","10/19944",0.3,9.34875,4.80823634237148,0.00333388863736506,0.0113510970272191,0.00674715557561977,"NONO/PSPC1/SFPQ",3,1.94496216403521,"CC",NA,NA
"GO:0043256","GO:0043256","laminin complex","3/640","10/19944",0.3,9.34875,4.80823634237148,0.00333388863736506,0.0113510970272191,0.00674715557561977,"LAMA5/LAMB2/LAMC1",3,1.94496216403521,"CC",NA,NA
"GO:0098871","GO:0098871","postsynaptic actin cytoskeleton","3/640","10/19944",0.3,9.34875,4.80823634237148,0.00333388863736506,0.0113510970272191,0.00674715557561977,"MYH10/ACTB/ACTN4",3,1.94496216403521,"CC",NA,NA
"GO:0101019","GO:0101019","nucleolar exosome (RNase complex)","3/640","10/19944",0.3,9.34875,4.80823634237148,0.00333388863736506,0.0113510970272191,0.00674715557561977,"EXOSC2/EXOSC4/EXOSC6",3,1.94496216403521,"CC",NA,NA
"GO:0000164","GO:0000164","protein phosphatase type 1 complex","4/640","20/19944",0.2,6.2325,4.26282540617102,0.00337816069015316,0.0114337746435953,0.00679629961332589,"PPP1R9B/PPP1CA/PPP1CB/PPP1CC",4,1.94181037185653,"CC",NA,NA
"GO:0044853","GO:0044853","plasma membrane raft","10/640","115/19944",0.0869565217391304,2.70978260869565,3.34811977708095,0.00392650181595877,0.0131846577434332,0.00783703432301974,"CAV1/FLOT2/ATP1B1/CDH2/CTNNA1/CAV2/CORO1C/SCARB1/SLC2A1/TNFRSF10A",10,1.87993113944412,"CC",NA,NA
"GO:0055037","GO:0055037","recycling endosome","15/640","214/19944",0.0700934579439252,2.18428738317757,3.17148034151721,0.00394156726245993,0.0131846577434332,0.00783703432301974,"RAC1/PDIA3/ABCB11/RAB10/RAB35/ARF6/HLA-B/HLA-C/SCAMP1/SCAMP3/STX6/STX8/TFRC/TUBA1A/VAMP3",15,1.87993113944412,"CC",NA,NA
"GO:0030018","GO:0030018","Z disc","11/640","134/19944",0.082089552238806,2.55811567164179,3.29512151143116,0.00397439021655617,0.0132171581620357,0.00785635275365756,"PLEC/ACTN1/KRT8/ACTN4/CFL2/FLNA/FLNB/FLNC/JUP/SLC2A1/TTN",11,1.87886191302131,"CC",NA,NA
"GO:0031201","GO:0031201","SNARE complex","6/640","48/19944",0.125,3.8953125,3.65674566368194,0.0041618134961569,0.0137604469352702,0.00817928663984594,"NAPA/SNAP23/STX10/STX6/STX8/VAMP3",6,1.86136746011436,"CC",NA,NA
"GO:0005901","GO:0005901","caveola","8/640","81/19944",0.0987654320987654,3.07777777777778,3.4117779840696,0.00442237542188888,0.0144548499504025,0.00859204367681268,"CAV1/FLOT2/ATP1B1/CTNNA1/CAV2/CORO1C/SCARB1/SLC2A1",8,1.83998641219467,"CC",NA,NA
"GO:0031594","GO:0031594","neuromuscular junction","8/640","81/19944",0.0987654320987654,3.07777777777778,3.4117779840696,0.00442237542188888,0.0144548499504025,0.00859204367681268,"P2RX7/MYH10/NAPA/ITGA3/LAMA5/LAMB2/MYH9/TUBA1A",8,1.83998641219467,"CC",NA,NA
"GO:0005770","GO:0005770","late endosome","20/640","326/19944",0.0613496932515337,1.91180981595092,3.02236753313448,0.00449478575540085,0.0146080537050528,0.00868310884566073,"HLA-DRA/HLA-DQA1/HLA-DPB1/ANXA2/TCIRG1/ANXA6/EGFR/IRGM/SIGLEC1/STEAP3/DERL1/CD63/IGF2R/LAPTM4A/M6PR/PLD1/SQSTM1/STX8/TMEM59/ZC3HAV1",20,1.83540764316649,"CC",NA,NA
"GO:0005604","GO:0005604","basement membrane","9/640","100/19944",0.09,2.804625,3.29407844687543,0.00485337071173625,0.0155962249837816,0.00927048338196811,"SPARC/ANXA2/COL18A1/AGRN/CASK/HSPG2/LAMA5/LAMB2/LAMC1",9,1.80698050851161,"CC",NA,NA
"GO:0031970","GO:0031970","organelle envelope lumen","9/640","100/19944",0.09,2.804625,3.29407844687543,0.00485337071173625,0.0155962249837816,0.00927048338196811,"TRAP1/STOML2/COX4I1/IMMT/NDUFA8/NDUFB7/NDUFS1/TUBB/IGF2R",9,1.80698050851161,"CC",NA,NA
"GO:0008180","GO:0008180","COP9 signalosome","5/640","35/19944",0.142857142857143,4.45178571428571,3.72147154856079,0.00490012569427771,0.0156585022185858,0.00930750131873979,"HSP90AB1/HSPA1A/HSPA1L/HSPA5/MYH9",5,1.80524978182548,"CC",NA,NA
"GO:0005782","GO:0005782","peroxisomal matrix","6/640","51/19944",0.117647058823529,3.66617647058824,3.471246183677,0.00563429471139745,0.0176328958355229,0.0104810919302059,"AGPS/ABCD3/ACOX3/CAT/DHRS4/EHHADH",6,1.75367635802901,"CC",NA,NA
"GO:0016469","GO:0016469","proton-transporting two-sector ATPase complex","6/640","51/19944",0.117647058823529,3.66617647058824,3.471246183677,0.00563429471139745,0.0176328958355229,0.0104810919302059,"TCIRG1/ATP6V0C/ATP6V0D1/ATP6V1B1/ATP6V1B2/ATP6V1E1",6,1.75367635802901,"CC",NA,NA
"GO:0031907","GO:0031907","microbody lumen","6/640","51/19944",0.117647058823529,3.66617647058824,3.471246183677,0.00563429471139745,0.0176328958355229,0.0104810919302059,"AGPS/ABCD3/ACOX3/CAT/DHRS4/EHHADH",6,1.75367635802901,"CC",NA,NA
"GO:0097038","GO:0097038","perinuclear endoplasmic reticulum","4/640","23/19944",0.173913043478261,5.4195652173913,3.86144163017221,0.00572185412150562,0.0176328958355229,0.0104810919302059,"CYBB/BCAP31/CISD2/ADAM10",4,1.75367635802901,"CC",NA,NA
"GO:0000221","GO:0000221","vacuolar proton-transporting V-type ATPase, V1 domain","3/640","12/19944",0.25,7.790625,4.28436545523075,0.00582625404355566,0.0176328958355229,0.0104810919302059,"ATP6V1B1/ATP6V1B2/ATP6V1E1",3,1.75367635802901,"CC",NA,NA
"GO:0000346","GO:0000346","transcription export complex","3/640","12/19944",0.25,7.790625,4.28436545523075,0.00582625404355566,0.0176328958355229,0.0104810919302059,"THOC1/THOC3/THOC6",3,1.75367635802901,"CC",NA,NA
"GO:0005833","GO:0005833","hemoglobin complex","3/640","12/19944",0.25,7.790625,4.28436545523075,0.00582625404355566,0.0176328958355229,0.0104810919302059,"CYB5R3/HBB/HBD",3,1.75367635802901,"CC",NA,NA
"GO:0005890","GO:0005890","sodium:potassium-exchanging ATPase complex","3/640","12/19944",0.25,7.790625,4.28436545523075,0.00582625404355566,0.0176328958355229,0.0104810919302059,"ATP1A4/ATP1B1/ATP1A1",3,1.75367635802901,"CC",NA,NA
